sep=;
Datum;Högstakurs;Lägstakurs;Stängn.kurs;Genomsnittspris;Tot.vol.;Oms;
2021-04-30;2243,12;2217,02;2217,02;;1;;
2021-04-29;2257,41;2230,83;2232,84;;1;;
2021-04-28;2266,22;2223,17;2239,25;;1;;
2021-04-27;2262,84;2237,56;2262,84;;1;;
2021-04-26;2247,68;2234,58;2244,36;;1;;
2021-04-23;2241,03;2220,72;2240,95;;1;;
2021-04-22;2241,35;2222,42;2232,42;;1;;
2021-04-21;2229,66;2210,67;2228,29;;1;;
2021-04-20;2261,53;2197,46;2204,81;;1;;
2021-04-19;2284,84;2256,35;2257,60;;1;;
2021-04-16;2280,50;2238,15;2280,50;;1;;
2021-04-15;2246,04;2232,24;2242,98;;1;;
2021-04-14;2246,04;2223,52;2228,16;;1;;
2021-04-13;2250,25;2231,05;2247,21;;1;;
2021-04-12;2246,43;2231,62;2235,73;;1;;
2021-04-09;2250,40;2236,81;2250,40;;1;;
2021-04-08;2247,66;2236,14;2240,40;;1;;
2021-04-07;2232,81;2221,31;2229,56;;1;;
2021-04-06;2230,27;2216,57;2230,25;;1;;
2021-04-01;2207,68;2190,04;2202,61;;1;;
2021-03-31;2201,46;2188,73;2192,86;;1;;
2021-03-30;2205,48;2185,33;2205,41;;1;;
2021-03-29;2200,40;2180,29;2182,21;;1;;
2021-03-26;2198,80;2177,24;2198,80;;1;;
2021-03-25;2184,22;2152,50;2173,24;;1;;
2021-03-24;2185,68;2153,36;2184,60;;1;;
2021-03-23;2174,68;2150,51;2168,12;;1;;
2021-03-22;2178,75;2150,99;2174,63;;1;;
2021-03-19;2181,62;2158,72;2169,18;;1;;
2021-03-18;2187,32;2170,01;2179,99;;1;;
2021-03-17;2179,84;2166,81;2172,86;;1;;
2021-03-16;2184,46;2172,32;2180,14;;1;;
2021-03-15;2188,03;2158,70;2161,83;;1;;
2021-03-12;2168,96;2152,38;2168,96;;1;;
2021-03-11;2167,10;2140,15;2165,66;;1;;
2021-03-10;2138,06;2113,50;2134,46;;1;;
2021-03-09;2125,11;2098,63;2124,85;;1;;
2021-03-08;2106,43;2056,67;2103,10;;1;;
2021-03-05;2068,61;2042,24;2048,57;;1;;
2021-03-04;2074,29;2054,70;2065,15;;1;;
2021-03-03;2082,15;2057,16;2073,78;;1;;
2021-03-02;2074,84;2049,96;2067,10;;1;;
2021-03-01;2054,77;2029,74;2054,67;;1;;
2021-02-26;2030,12;2000,62;2009,90;;1;;
2021-02-25;2053,54;2035,96;2038,93;;1;;
2021-02-24;2039,39;2011,88;2037,25;;1;;
2021-02-23;2036,86;1993,28;2016,83;;1;;
2021-02-22;2034,24;2016,79;2031,04;;1;;
2021-02-19;2036,97;2017,55;2036,97;;1;;
2021-02-18;2025,09;2007,48;2015,81;;1;;
2021-02-17;2035,17;2011,97;2017,26;;1;;
2021-02-16;2043,97;2033,76;2038,07;;1;;
2021-02-15;2041,70;2029,08;2039,28;;1;;
2021-02-12;2025,87;2004,44;2024,72;;1;;
2021-02-11;2010,07;1996,95;2010,07;;1;;
2021-02-10;2009,94;1985,74;1998,06;;1;;
2021-02-09;2005,26;1992,17;1999,19;;1;;
2021-02-08;2006,68;1996,29;2002,52;;1;;
2021-02-05;2008,22;1985,95;1989,34;;1;;
2021-02-04;2007,39;1995,90;2006,33;;1;;
2021-02-03;2005,75;1988,67;1997,65;;1;;
2021-02-02;1993,87;1979,60;1988,49;;1;;
2021-02-01;1978,15;1954,32;1977,81;;1;;
2021-01-29;1978,65;1948,20;1948,79;;1;;
2021-01-28;1979,07;1932,48;1971,40;;1;;
2021-01-27;1996,73;1958,65;1976,20;;1;;
2021-01-26;1998,41;1974,80;1991,66;;1;;
2021-01-25;2000,13;1970,82;1975,06;;1;;
2021-01-22;1987,03;1974,48;1986,24;;1;;
2021-01-21;1996,44;1980,29;1987,26;;1;;
2021-01-20;1985,75;1967,06;1978,37;;1;;
2021-01-19;1978,63;1956,33;1957,85;;1;;
2021-01-18;1964,14;1951,68;1962,43;;1;;
2021-01-15;1973,60;1945,84;1954,71;;1;;
2021-01-14;1974,79;1963,80;1972,22;;1;;
2021-01-13;1965,67;1951,88;1962,26;;1;;
2021-01-12;1960,59;1945,02;1958,62;;1;;
2021-01-11;1955,91;1939,07;1941,49;;1;;
2021-01-08;1955,24;1943,07;1949,37;;1;;
2021-01-07;1941,01;1925,03;1939,49;;1;;
2021-01-05;1908,07;1885,33;1892,35;;1;;
2021-01-04;1911,20;1887,82;1895,49;;1;;
2020-12-30;1894,69;1874,74;1874,74;;1;;
2020-12-29;1902,40;1888,29;1893,06;;1;;
2020-12-28;1887,47;1868,22;1886,38;;1;;
2020-12-23;1867,99;1855,89;1867,99;;1;;
2020-12-22;1864,19;1848,46;1863,28;;1;;
2020-12-21;1866,93;1834,30;1845,11;;1;;
2020-12-18;1898,22;1881,07;1886,88;;1;;
2020-12-17;1902,68;1883,66;1885,18;;1;;
2020-12-16;1908,01;1880,10;1892,26;;1;;
2020-12-15;1899,98;1876,28;1889,84;;1;;
2020-12-14;1908,23;1888,08;1890,65;;1;;
2020-12-11;1896,39;1873,22;1891,22;;1;;
2020-12-10;1927,28;1894,88;1906,82;;1;;
2020-12-09;1934,30;1922,97;1926,42;;1;;
2020-12-08;1925,50;1897,09;1925,50;;1;;
2020-12-07;1920,00;1902,44;1907,61;;1;;
2020-12-04;1919,31;1908,96;1916,94;;1;;
2020-12-03;1920,14;1904,10;1912,18;;1;;
2020-12-02;1925,86;1914,11;1918,99;;1;;
2020-12-01;1927,71;1913,07;1924,00;;1;;
2020-11-30;1935,11;1916,87;1917,54;;1;;
2020-11-27;1938,71;1923,90;1937,09;;1;;
2020-11-26;1940,70;1929,70;1931,97;;1;;
2020-11-25;1950,81;1927,57;1931,43;;1;;
2020-11-24;1938,57;1927,25;1938,14;;1;;
2020-11-23;1940,09;1921,77;1921,77;;1;;
2020-11-20;1932,99;1909,55;1926,47;;1;;
2020-11-19;1921,75;1904,87;1915,40;;1;;
2020-11-18;1928,57;1910,96;1922,53;;1;;
2020-11-17;1925,32;1911,17;1922,20;;1;;
2020-11-16;1926,93;1901,78;1918,46;;1;;
2020-11-13;1901,94;1882,22;1897,30;;1;;
2020-11-12;1906,78;1886,22;1892,41;;1;;
2020-11-11;1908,34;1880,30;1902,89;;1;;
2020-11-10;1893,30;1873,90;1885,54;;1;;
2020-11-09;1903,18;1843,08;1888,74;;1;;
2020-11-06;1827,23;1801,67;1819,52;;1;;
2020-11-05;1823,83;1805,52;1822,21;;1;;
2020-11-04;1801,02;1740,36;1795,53;;1;;
2020-11-03;1774,98;1757,57;1772,27;;1;;
2020-11-02;1752,53;1710,12;1748,42;;1;;
2020-10-30;1722,77;1702,69;1717,62;;1;;
2020-10-29;1733,79;1704,80;1716,03;;1;;
2020-10-28;1744,48;1715,24;1722,66;;1;;
2020-10-27;1785,32;1757,30;1764,01;;1;;
2020-10-26;1808,93;1774,94;1775,01;;1;;
2020-10-23;1830,09;1814,43;1819,94;;1;;
2020-10-22;1818,30;1791,81;1816,29;;1;;
2020-10-21;1849,61;1815,59;1820,72;;1;;
2020-10-20;1854,35;1836,75;1841,59;;1;;
2020-10-19;1851,43;1833,70;1841,59;;1;;
2020-10-16;1841,70;1811,82;1835,30;;1;;
2020-10-15;1825,09;1802,52;1812,95;;1;;
2020-10-14;1849,00;1833,49;1840,85;;1;;
2020-10-13;1856,18;1832,16;1833,46;;1;;
2020-10-12;1857,73;1841,26;1855,39;;1;;
2020-10-09;1848,56;1836,30;1840,07;;1;;
2020-10-08;1850,82;1833,78;1841,40;;1;;
2020-10-07;1851,14;1836,41;1839,22;;1;;
2020-10-06;1855,57;1833,80;1839,15;;1;;
2020-10-05;1842,22;1828,27;1839,68;;1;;
2020-10-02;1816,32;1790,68;1813,69;;1;;
2020-10-01;1842,00;1825,79;1830,04;;1;;
2020-09-30;1841,29;1820,80;1829,40;;1;;
2020-09-29;1842,30;1827,79;1836,60;;1;;
2020-09-28;1836,95;1806,77;1834,64;;1;;
2020-09-25;1789,15;1762,43;1783,87;;1;;
2020-09-24;1789,05;1767,47;1777,51;;1;;
2020-09-23;1814,53;1789,70;1795,64;;1;;
2020-09-22;1793,36;1776,85;1781,92;;1;;
2020-09-21;1822,32;1769,72;1770,61;;1;;
2020-09-18;1847,36;1830,99;1835,36;;1;;
2020-09-17;1836,60;1815,40;1833,75;;1;;
2020-09-16;1839,44;1821,09;1838,26;;1;;
2020-09-15;1829,37;1801,06;1818,80;;1;;
2020-09-14;1816,95;1795,54;1802,69;;1;;
2020-09-11;1812,00;1792,21;1801,46;;1;;
2020-09-10;1813,76;1792,43;1802,85;;1;;
2020-09-09;1812,82;1779,38;1812,58;;1;;
2020-09-08;1801,25;1768,43;1782,60;;1;;
2020-09-07;1800,91;1773,94;1799,26;;1;;
2020-09-04;1792,10;1748,57;1761,99;;1;;
2020-09-03;1815,24;1755,32;1760,61;;1;;
2020-09-02;1804,50;1777,59;1782,86;;1;;
2020-09-01;1786,53;1756,51;1769,44;;1;;
2020-08-31;1793,29;1766,33;1766,33;;1;;
2020-08-28;1797,52;1770,50;1776,57;;1;;
2020-08-27;1805,04;1791,91;1793,97;;1;;
2020-08-26;1798,31;1776,33;1798,31;;1;;
2020-08-25;1807,20;1786,14;1786,27;;1;;
2020-08-24;1792,10;1765,95;1788,40;;1;;
2020-08-21;1765,85;1738,97;1753,13;;1;;
2020-08-20;1761,51;1743,30;1751,93;;1;;
2020-08-19;1775,90;1757,94;1775,24;;1;;
2020-08-18;1780,39;1755,45;1760,09;;1;;
2020-08-17;1773,60;1755,28;1773,53;;1;;
2020-08-14;1781,85;1746,88;1754,20;;1;;
2020-08-13;1795,80;1779,79;1786,80;;1;;
2020-08-12;1790,92;1773,15;1788,99;;1;;
2020-08-11;1792,83;1760,64;1786,28;;1;;
2020-08-10;1754,99;1740,20;1748,91;;1;;
2020-08-07;1746,05;1730,14;1740,46;;1;;
2020-08-06;1750,67;1730,50;1739,14;;1;;
2020-08-05;1751,37;1736,13;1745,49;;1;;
2020-08-04;1756,66;1726,57;1734,25;;1;;
2020-08-03;1751,26;1702,33;1746,32;;1;;
2020-07-31;1738,65;1706,39;1707,35;;1;;
2020-07-30;1758,40;1711,67;1720,28;;1;;
2020-07-29;1762,08;1750,42;1760,58;;1;;
2020-07-28;1763,71;1744,48;1754,25;;1;;
2020-07-27;1763,08;1745,59;1760,31;;1;;
2020-07-24;1761,89;1740,03;1750,24;;1;;
2020-07-23;1793,00;1776,02;1781,10;;1;;
2020-07-22;1782,13;1765,17;1779,85;;1;;
2020-07-21;1797,64;1773,21;1775,39;;1;;
2020-07-20;1787,23;1766,32;1784,54;;1;;
2020-07-17;1781,10;1759,56;1770,15;;1;;
2020-07-16;1761,93;1748,28;1754,55;;1;;
2020-07-15;1772,06;1742,68;1767,85;;1;;
2020-07-14;1742,00;1723,47;1738,60;;1;;
2020-07-13;1745,18;1722,94;1742,73;;1;;
2020-07-10;1713,11;1691,00;1711,62;;1;;
2020-07-09;1723,70;1696,84;1697,84;;1;;
2020-07-08;1725,37;1705,73;1712,53;;1;;
2020-07-07;1724,53;1711,48;1720,45;;1;;
2020-07-06;1732,25;1714,19;1730,88;;1;;
2020-07-03;1710,65;1691,51;1695,26;;1;;
2020-07-02;1704,53;1682,78;1703,82;;1;;
2020-07-01;1687,93;1657,78;1675,04;;1;;
2020-06-30;1679,25;1653,23;1664,38;;1;;
2020-06-29;1674,57;1650,92;1671,53;;1;;
2020-06-26;1689,71;1657,60;1657,66;;1;;
2020-06-25;1662,28;1625,88;1660,96;;1;;
2020-06-24;1681,62;1641,84;1642,91;;1;;
2020-06-23;1694,27;1667,76;1683,36;;1;;
2020-06-22;1668,73;1647,26;1657,71;;1;;
2020-06-18;1677,52;1659,04;1667,93;;1;;
2020-06-17;1688,87;1672,26;1677,53;;1;;
2020-06-16;1677,00;1643,54;1671,84;;1;;
2020-06-15;1620,34;1571,49;1616,14;;1;;
2020-06-12;1634,23;1590,23;1609,07;;1;;
2020-06-11;1658,07;1609,06;1609,06;;1;;
2020-06-10;1715,92;1687,30;1692,32;;1;;
2020-06-09;1721,67;1682,55;1696,70;;1;;
2020-06-08;1729,11;1710,33;1717,66;;1;;
2020-06-05;1730,68;1706,13;1730,51;;1;;
2020-06-04;1708,63;1690,07;1700,48;;1;;
2020-06-03;1709,96;1682,52;1709,96;;1;;
2020-06-02;1678,73;1654,21;1666,98;;1;;
2020-06-01;1651,28;1633,06;1649,38;;1;;
2020-05-29;1645,85;1625,70;1629,76;;1;;
2020-05-28;1659,07;1630,84;1657,58;;1;;
2020-05-27;1633,79;1606,56;1623,39;;1;;
2020-05-26;1609,73;1594,33;1606,65;;1;;
2020-05-25;1592,16;1564,75;1588,60;;1;;
2020-05-22;1560,07;1533,49;1555,49;;1;;
2020-05-20;1565,28;1539,84;1556,44;;1;;
2020-05-19;1576,92;1545,76;1560,28;;1;;
2020-05-18;1566,21;1519,68;1566,16;;1;;
2020-05-15;1508,44;1481,89;1493,62;;1;;
2020-05-14;1513,11;1461,26;1476,52;;1;;
2020-05-13;1551,53;1522,11;1522,64;;1;;
2020-05-12;1572,51;1543,77;1570,03;;1;;
2020-05-11;1572,23;1542,14;1556,49;;1;;
2020-05-08;1564,65;1547,00;1563,19;;1;;
2020-05-07;1540,55;1524,24;1537,74;;1;;
2020-05-06;1537,55;1520,71;1521,40;;1;;
2020-05-05;1539,40;1515,41;1538,18;;1;;
2020-05-04;1531,99;1505,21;1505,21;;1;;
2020-04-30;1606,80;1577,90;1577,92;;1;;
2020-04-29;1602,34;1559,63;1600,86;;1;;
2020-04-28;1571,31;1538,26;1568,50;;1;;
2020-04-27;1543,42;1528,14;1539,51;;1;;
2020-04-24;1529,19;1511,28;1514,13;;1;;
2020-04-23;1547,48;1512,68;1541,89;;1;;
2020-04-22;1527,69;1503,30;1527,63;;1;;
2020-04-21;1525,60;1493,45;1493,45;;1;;
2020-04-20;1548,68;1518,12;1541,17;;1;;
2020-04-17;1536,84;1520,72;1534,55;;1;;
2020-04-16;1499,91;1469,14;1483,79;;1;;
2020-04-15;1534,41;1478,82;1480,60;;1;;
2020-04-14;1538,91;1516,50;1535,84;;1;;
2020-04-09;1526,95;1495,79;1498,76;;1;;
2020-04-08;1502,88;1485,02;1499,51;;1;;
2020-04-07;1514,17;1483,19;1510,85;;1;;
2020-04-06;1463,06;1438,88;1461,23;;1;;
2020-04-03;1430,19;1401,12;1404,59;;1;;
2020-04-02;1439,40;1400,27;1427,19;;1;;
2020-04-01;1447,97;1425,72;1425,99;;1;;
2020-03-31;1487,06;1445,35;1482,43;;1;;
2020-03-30;1449,20;1394,96;1449,20;;1;;
2020-03-27;1454,45;1405,95;1419,29;;1;;
2020-03-26;1470,89;1402,86;1470,89;;1;;
2020-03-25;1446,56;1362,76;1446,56;;1;;
2020-03-24;1383,88;1332,41;1383,88;;1;;
2020-03-23;1351,74;1284,48;1292,27;;1;;
2020-03-20;1431,56;1355,54;1355,54;;1;;
2020-03-19;1380,58;1328,52;1380,58;;1;;
2020-03-18;1364,56;1310,96;1337,24;;1;;
2020-03-17;1384,75;1295,40;1372,79;;1;;
2020-03-16;1355,88;1261,17;1329,16;;1;;
2020-03-13;1469,71;1343,88;1376,46;;1;;
2020-03-12;1447,69;1344,08;1352,13;;1;;
2020-03-11;1561,44;1506,84;1511,96;;1;;
2020-03-10;1604,73;1521,84;1533,79;;1;;
2020-03-09;1568,67;1511,18;1542,44;;1;;
2020-03-06;1657,13;1616,06;1629,00;;1;;
2020-03-05;1723,51;1666,77;1683,19;;1;;
2020-03-04;1724,26;1687,33;1704,20;;1;;
2020-03-03;1732,03;1693,21;1694,56;;1;;
2020-03-02;1711,54;1644,33;1679,13;;1;;
2020-02-28;1689,67;1646,11;1668,84;;1;;
2020-02-27;1779,72;1691,13;1721,59;;1;;
2020-02-26;1787,07;1709,32;1782,10;;1;;
2020-02-25;1812,90;1766,33;1769,14;;1;;
2020-02-24;1872,00;1791,96;1798,20;;1;;
2020-02-21;1896,76;1871,22;1879,10;;1;;
2020-02-20;1905,61;1896,78;1898,93;;1;;
2020-02-19;1901,13;1880,69;1900,28;;1;;
2020-02-18;1888,98;1869,27;1878,79;;1;;
2020-02-17;1897,93;1885,42;1888,35;;1;;
2020-02-14;1892,15;1881,35;1885,62;;1;;
2020-02-13;1887,25;1864,05;1883,02;;1;;
2020-02-12;1893,27;1879,13;1889,75;;1;;
2020-02-11;1885,50;1859,24;1884,13;;1;;
2020-02-10;1860,70;1843,47;1858,00;;1;;
2020-02-07;1856,34;1841,59;1849,86;;1;;
2020-02-06;1864,32;1843,86;1851,95;;1;;
2020-02-05;1854,10;1815,32;1847,35;;1;;
2020-02-04;1821,04;1785,41;1821,04;;1;;
2020-02-03;1791,59;1774,18;1782,91;;1;;
2020-01-31;1806,55;1778,08;1783,26;;1;;
2020-01-30;1805,62;1771,15;1787,96;;1;;
2020-01-29;1798,52;1784,15;1791,67;;1;;
2020-01-28;1791,50;1763,45;1786,35;;1;;
2020-01-27;1808,02;1766,71;1771,48;;1;;
2020-01-24;1820,75;1798,29;1812,85;;1;;
2020-01-23;1809,72;1790,97;1795,43;;1;;
2020-01-22;1834,10;1810,72;1811,76;;1;;
2020-01-21;1826,62;1800,60;1825,62;;1;;
2020-01-20;1829,68;1819,80;1821,29;;1;;
2020-01-17;1831,52;1813,24;1825,94;;1;;
2020-01-16;1812,30;1787,30;1812,30;;1;;
2020-01-15;1794,08;1780,88;1787,29;;1;;
2020-01-14;1794,02;1772,69;1792,90;;1;;
2020-01-13;1798,06;1781,32;1790,51;;1;;
2020-01-10;1800,16;1784,28;1784,97;;1;;
2020-01-09;1811,22;1793,74;1796,73;;1;;
2020-01-08;1796,79;1774,36;1795,41;;1;;
2020-01-07;1805,65;1784,86;1796,85;;1;;
2020-01-03;1806,41;1778,53;1785,23;;1;;
2020-01-02;1810,20;1771,85;1808,63;;1;;
2019-12-30;1798,29;1769,19;1771,85;;1;;
2019-12-27;1802,23;1792,17;1798,04;;1;;
2019-12-23;1800,69;1791,09;1795,66;;1;;
2019-12-20;1795,43;1783,08;1794,80;;1;;
2019-12-19;1793,19;1779,69;1783,29;;1;;
2019-12-18;1796,08;1782,82;1787,96;;1;;
2019-12-17;1791,93;1781,84;1791,93;;1;;
2019-12-16;1787,89;1767,93;1787,66;;1;;
2019-12-13;1780,69;1761,66;1770,12;;1;;
2019-12-12;1760,87;1732,23;1758,24;;1;;
2019-12-11;1744,25;1723,75;1741,62;;1;;
2019-12-10;1742,77;1714,48;1735,51;;1;;
2019-12-09;1750,58;1738,83;1743,31;;1;;
2019-12-06;1743,03;1723,70;1742,61;;1;;
2019-12-05;1735,86;1720,14;1723,63;;1;;
2019-12-04;1726,86;1697,73;1725,60;;1;;
2019-12-03;1721,44;1692,87;1697,68;;1;;
2019-12-02;1744,74;1704,37;1706,82;;1;;
2019-11-29;1737,09;1720,85;1730,25;;1;;
2019-11-28;1737,60;1729,38;1735,30;;1;;
2019-11-27;1748,94;1734,98;1737,80;;1;;
2019-11-26;1744,82;1730,89;1740,99;;1;;
2019-11-25;1742,06;1726,07;1742,04;;1;;
2019-11-22;1731,98;1717,98;1724,19;;1;;
2019-11-21;1726,43;1711,27;1720,11;;1;;
2019-11-20;1741,91;1727,77;1729,06;;1;;
2019-11-19;1758,30;1739,43;1743,25;;1;;
2019-11-18;1763,15;1741,40;1745,17;;1;;
2019-11-15;1773,51;1742,54;1756,86;;1;;
2019-11-14;1767,85;1755,39;1757,42;;1;;
2019-11-13;1773,78;1753,08;1766,60;;1;;
2019-11-12;1776,84;1758,62;1774,72;;1;;
2019-11-11;1770,96;1757,11;1763,50;;1;;
2019-11-08;1773,61;1757,28;1772,56;;1;;
2019-11-07;1779,83;1763,81;1763,81;;1;;
2019-11-06;1777,82;1760,59;1762,79;;1;;
2019-11-05;1773,71;1759,64;1769,53;;1;;
2019-11-04;1771,37;1740,08;1771,03;;1;;
2019-11-01;1739,80;1733,76;1737,51;;1;;
2019-10-31;1750,73;1727,89;1733,68;;1;;
2019-10-30;1750,04;1736,89;1746,81;;1;;
2019-10-29;1760,26;1738,14;1742,32;;1;;
2019-10-28;1761,83;1746,32;1760,31;;1;;
2019-10-25;1747,30;1732,26;1747,30;;1;;
2019-10-24;1737,46;1720,37;1736,98;;1;;
2019-10-23;1726,52;1712,77;1725,87;;1;;
2019-10-22;1734,71;1724,38;1728,22;;1;;
2019-10-21;1725,31;1696,35;1724,36;;1;;
2019-10-18;1699,32;1673,51;1697,91;;1;;
2019-10-17;1693,15;1677,23;1682,87;;1;;
2019-10-16;1680,99;1667,21;1677,19;;1;;
2019-10-15;1675,09;1653,22;1670,21;;1;;
2019-10-14;1653,38;1639,98;1652,58;;1;;
2019-10-11;1654,51;1628,77;1653,28;;1;;
2019-10-10;1630,55;1607,07;1630,03;;1;;
2019-10-09;1625,47;1599,47;1620,00;;1;;
2019-10-08;1623,38;1596,75;1605,69;;1;;
2019-10-07;1619,85;1591,22;1617,99;;1;;
2019-10-04;1595,65;1581,39;1593,98;;1;;
2019-10-03;1605,54;1574,02;1588,41;;1;;
2019-10-02;1634,53;1590,65;1593,32;;1;;
2019-10-01;1658,99;1631,62;1635,64;;1;;
2019-09-30;1652,09;1642,67;1647,67;;1;;
2019-09-27;1646,70;1632,32;1646,60;;1;;
2019-09-26;1635,69;1614,85;1631,61;;1;;
2019-09-25;1632,19;1604,12;1620,67;;1;;
2019-09-24;1643,88;1633,09;1633,09;;1;;
2019-09-23;1666,78;1629,30;1637,66;;1;;
2019-09-20;1670,24;1661,44;1666,89;;1;;
2019-09-19;1666,72;1650,68;1664,64;;1;;
2019-09-18;1661,17;1646,68;1655,11;;1;;
2019-09-17;1654,80;1638,31;1649,33;;1;;
2019-09-16;1661,16;1650,50;1655,01;;1;;
2019-09-13;1665,35;1651,75;1665,35;;1;;
2019-09-12;1655,69;1638,48;1651,45;;1;;
2019-09-11;1639,18;1625,83;1637,62;;1;;
2019-09-10;1625,00;1606,71;1624,98;;1;;
2019-09-09;1610,78;1600,53;1610,70;;1;;
2019-09-06;1602,36;1593,87;1601,95;;1;;
2019-09-05;1598,04;1581,92;1597,34;;1;;
2019-09-04;1586,23;1569,31;1581,28;;1;;
2019-09-03;1575,98;1563,07;1568,66;;1;;
2019-09-02;1582,91;1568,70;1570,19;;1;;
2019-08-30;1583,16;1559,68;1576,98;;1;;
2019-08-29;1558,74;1530,05;1558,74;;1;;
2019-08-28;1534,85;1515,50;1529,13;;1;;
2019-08-27;1532,47;1516,92;1530,81;;1;;
2019-08-26;1525,68;1503,58;1520,85;;1;;
2019-08-23;1549,87;1522,85;1522,85;;1;;
2019-08-22;1546,84;1533,45;1535,51;;1;;
2019-08-21;1550,14;1534,94;1543,47;;1;;
2019-08-20;1546,19;1533,06;1534,34;;1;;
2019-08-19;1539,66;1522,48;1538,97;;1;;
2019-08-16;1519,56;1496,94;1519,41;;1;;
2019-08-15;1509,58;1476,83;1495,71;;1;;
2019-08-14;1539,35;1498,41;1500,06;;1;;
2019-08-13;1548,40;1509,61;1538,53;;1;;
2019-08-12;1550,96;1528,11;1533,06;;1;;
2019-08-09;1550,35;1529,13;1531,52;;1;;
2019-08-08;1550,62;1531,92;1550,62;;1;;
2019-08-07;1540,38;1516,56;1528,19;;1;;
2019-08-06;1543,93;1520,27;1523,03;;1;;
2019-08-05;1566,61;1527,75;1535,10;;1;;
2019-08-02;1608,53;1565,77;1568,70;;1;;
2019-08-01;1617,99;1588,95;1612,91;;1;;
2019-07-31;1604,41;1595,12;1599,78;;1;;
2019-07-30;1616,23;1592,60;1600,26;;1;;
2019-07-29;1617,22;1603,19;1614,30;;1;;
2019-07-26;1614,73;1605,90;1610,64;;1;;
2019-07-25;1625,83;1596,90;1607,20;;1;;
2019-07-24;1625,54;1608,29;1613,06;;1;;
2019-07-23;1627,87;1602,22;1624,77;;1;;
2019-07-22;1607,45;1598,11;1600,88;;1;;
2019-07-19;1605,42;1578,62;1605,42;;1;;
2019-07-18;1600,22;1573,55;1577,41;;1;;
2019-07-17;1630,91;1598,06;1598,06;;1;;
2019-07-16;1633,72;1620,44;1630,57;;1;;
2019-07-15;1639,00;1615,59;1632,91;;1;;
2019-07-12;1629,20;1613,31;1625,62;;1;;
2019-07-11;1631,35;1609,44;1613,21;;1;;
2019-07-10;1636,65;1621,55;1622,45;;1;;
2019-07-09;1640,18;1625,24;1630,88;;1;;
2019-07-08;1646,38;1629,96;1642,07;;1;;
2019-07-05;1652,88;1620,18;1634,94;;1;;
2019-07-04;1654,90;1648,25;1652,25;;1;;
2019-07-03;1657,09;1641,78;1648,84;;1;;
2019-07-02;1648,26;1637,98;1647,02;;1;;
2019-07-01;1645,78;1622,83;1642,00;;1;;
2019-06-28;1627,01;1615,32;1622,43;;1;;
2019-06-27;1621,73;1605,08;1616,94;;1;;
2019-06-26;1611,19;1596,01;1604,23;;1;;
2019-06-25;1612,94;1605,12;1607,29;;1;;
2019-06-24;1635,59;1609,32;1610,94;;1;;
2019-06-20;1632,83;1617,45;1628,29;;1;;
2019-06-19;1615,81;1607,11;1612,40;;1;;
2019-06-18;1612,05;1573,14;1609,43;;1;;
2019-06-17;1593,65;1582,28;1586,53;;1;;
2019-06-14;1597,38;1579,39;1589,60;;1;;
2019-06-13;1604,73;1587,06;1598,12;;1;;
2019-06-12;1596,32;1580,45;1593,60;;1;;
2019-06-11;1597,43;1575,56;1593,36;;1;;
2019-06-10;1584,20;1569,32;1574,48;;1;;
2019-06-07;1570,78;1543,37;1566,14;;1;;
2019-06-05;1546,75;1531,01;1542,00;;1;;
2019-06-04;1537,31;1506,39;1537,31;;1;;
2019-06-03;1518,23;1494,19;1518,23;;1;;
2019-05-31;1536,63;1505,13;1510,46;;1;;
2019-05-29;1562,37;1538,11;1538,75;;1;;
2019-05-28;1572,63;1555,23;1565,12;;1;;
2019-05-27;1582,46;1565,78;1568,23;;1;;
2019-05-24;1579,12;1563,18;1571,52;;1;;
2019-05-23;1593,54;1558,88;1561,17;;1;;
2019-05-22;1605,75;1587,78;1595,64;;1;;
2019-05-21;1605,69;1590,89;1602,91;;1;;
2019-05-20;1607,13;1582,58;1588,90;;1;;
2019-05-17;1614,44;1591,06;1606,86;;1;;
2019-05-16;1615,38;1586,25;1615,38;;1;;
2019-05-15;1597,96;1574,77;1593,32;;1;;
2019-05-14;1591,12;1574,40;1590,82;;1;;
2019-05-13;1603,24;1572,85;1573,84;;1;;
2019-05-10;1615,61;1593,47;1603,37;;1;;
2019-05-09;1622,45;1593,84;1596,69;;1;;
2019-05-08;1624,77;1611,50;1623,37;;1;;
2019-05-07;1653,00;1613,35;1617,85;;1;;
2019-05-06;1665,89;1627,20;1649,22;;1;;
2019-05-03;1676,90;1664,05;1672,33;;1;;
2019-05-02;1675,76;1662,28;1665,45;;1;;
2019-04-30;1691,43;1675,97;1676,14;;1;;
2019-04-29;1694,19;1684,32;1693,31;;1;;
2019-04-26;1693,05;1680,91;1689,04;;1;;
2019-04-25;1700,35;1668,43;1689,42;;1;;
2019-04-24;1686,40;1670,41;1680,72;;1;;
2019-04-23;1673,80;1661,39;1672,18;;1;;
2019-04-18;1673,03;1654,55;1670,74;;1;;
2019-04-17;1660,62;1645,35;1660,14;;1;;
2019-04-16;1654,10;1642,16;1647,52;;1;;
2019-04-15;1644,98;1637,14;1642,63;;1;;
2019-04-12;1642,96;1625,36;1641,21;;1;;
2019-04-11;1633,09;1620,98;1627,03;;1;;
2019-04-10;1628,74;1615,33;1628,55;;1;;
2019-04-09;1633,83;1614,01;1616,56;;1;;
2019-04-08;1624,52;1615,76;1624,52;;1;;
